,time,team_name,high_pts,mid_pts,low_pts,high_pts_auto,mid_pts_auto,low_pts_auto,climb,match_number,notes,high_link_pts,mid_link_pts,low_link_pts,high_link_auto_pts,mid_link_auto_pts,low_link_auto_pts
0,2023-03-04_13-06-57-819412,1111,0,0,0,0,0,0,False,,,0,0,0,0,0,0
