,time,team_name,high,high-auto,mid,mid-auto,low,low-auto,high_link_pts,mid_link_pts,low_link_pts,high_link_pts_auto,mid_link_pts_auto,low_link_pts_auto,total_pts,engaged,engaged_auto,docked,docked_auto,match_number,defense_bot,no_move,park,mobility,notes,high_link_auto_pts,mid_link_auto_pts,low_link_auto_pts
0,2023-03-09_18-09-34-887583,12,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,,False,False,True,True,,0,0,0
